Weight,Height
77.45071229516849,173.57787360348283
67.92603548243223,175.60784526368235
79.71532807151038,180.83051243175277
92.84544784612038,180.53802052034902
66.48769937914996,156.2233063204291
66.4879456457623,160.62174960084877
93.68819223261087,175.1503526720866
81.51152093729362,175.13785950912208
62.95788421097572,175.15047686306048
78.13840065378947,208.52731490654722
63.04873460781307,175.70890510693167
63.01405369644615,181.355656401806
73.62943407349051,179.540017634932
41.30079633013303,176.513912513058
44.12623251230451,166.84730755359655
61.56568706138541,177.58969220493267
54.80753319498364,162.2717478546243
74.71370998892911,167.63181393259993
56.37963886718184,165.14636452170896
48.81544447997062,170.81874139386323
91.98473153382331,193.1465856667351
66.61335549270197,151.32734807408252
71.01292307031886,176.86260190374514
48.62877720679815,153.87284128810347
61.834259132122256,165.28068134210565
71.66383884564799,180.88950596967365
52.73509633866546,170.64280019095463
75.63547027518509,159.22255222070694
60.99041965121793,162.84696290740033
65.62459375310085,176.79597748934677
60.97440081655905,162.69633368282862
97.78417276763406,172.16458589581976
69.79754162893099,170.45571839903815
54.13433606566149,163.48399652394184
82.33817368154783,191.43944089325325
51.68734525043467,176.3391902231801
73.13295392507133,149.74857413342392
40.60494814180336,171.86454314769426
50.07720926652354,163.3821353523161
72.95291853803685,178.52433334796223
81.07699869993115,162.074792615673
72.57052421784955,168.852635585331
68.2652757641764,175.04987278980457
65.48344456616067,178.65755194170123
47.82217014448859,157.99703592944223
59.20233687407937,166.6549876415905
63.09041843560319,165.25054688839043
85.85683339328374,163.4667076742629
75.15427434352692,187.65454240281096
43.554397669558995,174.04981710960956
74.86125954092192,157.39116045664954
64.22376579375525,179.17861947054777
59.84616999541062,191.22156197012634
79.17514433261302,180.32465260551146
85.46499283743927,154.80630034045987
83.96920178674299,165.15765927133748
57.41173715166042,182.66911149186623
65.36181436223178,162.9233053438122
74.96895147105346,174.43819428146227
84.63317690683539,177.74634053429338
62.81238643232065,160.73069528421917
67.21511535004274,169.404746439382
53.40497538990958,137.58732659930928
52.05690063878994,159.7561235866571
82.18788733591298,167.4743184860684
90.34360042856234,157.5221681803515
68.91984817629499,186.32411303931636
85.05299346838036,155.69858622039368
75.42454037571451,165.59955513303015
60.323203680923136,171.3074057728609
75.4209340826262,184.41273289066115
93.07054849698955,155.64137848820562
69.46260941335073,181.6316375215496
93.4696548372101,170.10233061019588
30.703823438653835,160.18491348952048
82.32853756562835,174.6210347426327
71.30570602357257,171.9905969557347
65.51488974301199,163.99783122841205
71.37641164803253,170.6980208499002
40.18646628098661,166.1468640313824
66.70492168243732,171.13517345251248
75.35668857267619,176.62130674521046
92.16841067112274,185.86016816145352
62.22594672589529,157.62184501173152
57.87259595660218,191.33033374656267
62.47364434623195,150.47912200477498
83.73103176553111,168.48214904964416
74.93126664489526,175.88317206484575
62.05359694349442,172.80991867735034
77.69901149670034,163.77300480179406
71.4561632402206,167.91877749642725
84.52967485799334,165.06999065341168
59.469203591839715,164.10635243055788
65.08506780103347,178.49602097021025
64.11837770301764,173.57015485965047
48.04727577801822,163.07090404739347
74.44180415596864,178.9959987543325
73.91582908269834,173.0729952087661
70.07670184963692,178.12862118838962
66.4811929993728,176.29628841923613
48.769438869243785,161.7100498907793
63.69032015851961,164.3981895980303
64.85928225209845,177.4729360512326
57.96584096167572,176.10370265433465
67.58071432500986,169.7909840603585
76.06076285221808,171.17327383308782
98.29278851815795,182.77664895788425
72.61866719247759,164.0842861116417
73.86325586084146,175.4709738117004
68.8833112635075,167.97807347566106
41.21843177051438,167.8231879677278
69.60229186826174,180.9877685198719
70.90345314911539,178.25416348988028
106.94863168727929,178.13509636000637
67.11458552828316,183.0547880715433
74.52321013500419,170.2100384163276
69.47932345442135,176.81952971294965
52.46982943570702,166.89733243406545
87.14234221772531,173.24166352488442
81.27899549030161,168.69856945632316
81.8654792056457,170.96995964992718
56.35918817807892,175.95157025436913
91.04191466404149,161.8177931676653
48.97223405811579,190.9238727568546
78.80285640700406,159.93982618500297
102.85683438714968,157.8581138721227
55.14195512303968,181.58110873500067
61.50553405595842,177.91662693962937
71.49477047631461,176.24119817052156
62.44786518825701,176.2834550926428
46.74004853400801,169.87753227153087
71.0284446220904,161.02745628514168
54.06544429410843,170.75804558193727
77.10388645952773,163.2283828848789
56.20863648649295,179.7511973341775
93.24901607526309,168.5294261849786
58.251200614956446,161.74502803207488
65.16907725691486,166.78614158347006
82.20275826054504,174.12931454275625
51.53703525349067,164.36275447196024
73.41189901906193,161.77779604433567
89.60714131423643,172.4368721149191
45.88775148158159,172.44966571108722
72.76950787798457,164.93056824628871
73.89824191372635,165.28961694381678
81.72734307665965,172.32049937357635
51.44573933682877,155.51915658502676
50.193150803735854,155.92536225623445
77.82912348425347,162.81555778747565
74.45477009849779,167.86552848288153
73.75739275518815,173.10907565598004
75.19672314245463,184.75356216949552
59.79962917632264,178.5765962320202
73.48380545741506,168.40061470036574
74.39608709948021,169.8098379209731
59.28472872960448,159.9747063536219
97.98661766717134,169.8148686400761
77.10749381367681,167.1134136107986
52.13044754196027,173.2271856033809
79.84830412950744,161.72769056447677
